rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee;program_latitude;program_longitude;program_geo_source;program_geo_match_level;school_capacity_lat;school_capacity_lon;school_capacity_region_full;school_capacity_province;school_capacity_cupos_totales;school_capacity_vacantes;school_capacity_vacantes_prioritarios;school_capacity_vacantes_regular;coordinate_discrepancy_km
13372;COLEGIO FRANCISCO PALAU;LA SERENA;COQ;131000000133;13372_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;MAS DE $100.000;MAS DE $100.000;Catholique;;545;158;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;2;2;0;0;70;1.7500;-29,94511;-71,261543;-29.94511;-71.26154;school_capacity_with_region_and_province;exact_rbd_program_code;-29.94511;-71.26154;Región de Coquimbo;Elqui;40.0;0.0;0.0;0.0;0
530;COLEGIO GABRIEL GONZALEZ VIDELA;LA SERENA;COQ;131000000133;530_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;874;245;109;Oui;Oui;61003;1;Fonctionne;Avec matrícula;105;53;53;0;0;74;0.7048;-29,89786;-71,25341;-29.89786;-71.25341;school_capacity_with_region_and_province;exact_rbd_program_code;-29.89786;-71.25341;Región de Coquimbo;Elqui;105.0;50.0;0.0;50.0;0
13610;COLEGIO INTERCULTURAL;LA SERENA;COQ;131000000133;13610_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;332;107;0;Oui;Non;;0;Fonctionne;Avec matrícula;26;1;1;0;0;25;0.9615;-29,94309;-71,120659;-29.94309;-71.12066;school_capacity_with_region_and_province;exact_rbd_program_code;-29.94309;-71.12066;Región de Coquimbo;Elqui;26.0;1.0;0.0;1.0;0
526;COLEGIO JOSE MANUEL BALMACEDA;LA SERENA;COQ;131000000133;526_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;534;164;0;Oui;Non;;0;Fonctionne;Avec matrícula;41;1;1;0;0;78;1.9024;-29,919991;-71,251717;-29.91999;-71.25172;school_capacity_with_region_and_province;exact_rbd_program_code;-29.91999;-71.25172;Región de Coquimbo;Elqui;44.0;9.0;0.0;9.0;0
535;COLEGIO JOSE MIGUEL CARRERA;LA SERENA;COQ;131000000133;535_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;676;145;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;25;25;0;0;37;0.4625;-29,942751;-71,263451;-29.94275;-71.26345;school_capacity_with_region_and_province;exact_rbd_program_code;-29.94275;-71.26345;Región de Coquimbo;Elqui;40.0;13.0;0.0;13.0;0
11157;COLEGIO LIBERTADOR SIMON BOLIVAR;LA SERENA;COQ;131000000133;11157_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;354;148;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;0;0;0;0;46;1.3143;-29,91498;-71,253479;-29.91498;-71.25348;school_capacity_with_region_and_province;exact_rbd_program_code;-29.91498;-71.25348;Región de Coquimbo;Elqui;40.0;11.0;0.0;11.0;0
13565;COLEGIO MANANTIALES DE ELQUI;LA SERENA;COQ;131000000133;13565_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;950;198;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;1;1;0;0;185;2.3125;-29,88298;-71,250931;-29.88298;-71.25093;school_capacity_with_region_and_province;exact_rbd_program_code;-29.88298;-71.25093;Región de Coquimbo;Elqui;76.0;37.0;0.0;37.0;0
42364;COLEGIO MANANTIALES DEL VALLE;LA SERENA;COQ;131000000133;42364_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;0;0;0;Non;Non;;0;Fonctionne;Sans matrícula;80;80;68;12;0;80;1.0000;-30,006776;-71,033425;-30.006776;-71.033425;programmes_chili_criteres_recommandation_lat_lycee;program_csv_coordinate_fallback;;;;;;;;;
31194;COLEGIO MONTEVERDI;LA SERENA;COQ;131000000133;31194_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;LAICO;513;160;0;Oui;Non;;0;Fonctionne;Avec matrícula;42;17;17;0;0;44;1.0476;-29,9307;-71,25695;-29.930621;-71.2580653;school_capacity_with_region_and_province;exact_rbd_program_code;-29.930621;-71.2580653;Región de Coquimbo;Elqui;44.0;9.0;0.0;9.0;0.108
13420;COLEGIO NUESTRA SENORA DE ANDACOLLO;LA SERENA;COQ;131000000133;13420_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1412;268;262;Oui;Oui;41005|52009|61003;3;Fonctionne;Avec matrícula;123;38;38;0;0;222;1.8049;-29,86861;-71,239677;-29.86861;-71.23967;school_capacity_with_region_and_province;exact_rbd_program_code;-29.86861;-71.23967;Región de Coquimbo;Elqui;135.0;50.0;0.0;50.0;0.001
13330;COLEGIO PARTICULAR PIERROT;LA SERENA;COQ;131000000131;13330_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;264;78;0;Oui;Non;;0;Fonctionne;Avec matrícula;25;4;4;0;0;20;0.8000;-29,906549;-71,252274;-29.942336;-71.255534;school_capacity_with_region_and_province;exact_rbd_program_code;-29.942336;-71.255534;Región de Coquimbo;Elqui;29.0;11.0;0.0;11.0;3.992
575;COLEGIO PROVIDENCIA;LA SERENA;COQ;131000000113;575_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;821;0;656;Non;Oui;41002|41005|61003|64001;4;Fonctionne;Avec matrícula;164;78;78;0;0;151;0.9207;-29,902241;-71,240913;-29.90224;-71.24091;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90224;-71.24091;Región de Coquimbo;Elqui;158.0;102.0;0.0;102.0;0
583;COLEGIO SAGRADOS CORAZONES;LA SERENA;COQ;131000000133;583_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1121;329;0;Oui;Non;;0;Fonctionne;Avec matrícula;82;0;0;0;0;261;3.1829;-29,904659;-71,247299;-29.9051048;-71.2468178;school_capacity_with_region_and_province;exact_rbd_program_code;-29.9051048;-71.2468178;Región de Coquimbo;Elqui;90.0;2.0;0.0;2.0;0.068
568;COLEGIO SAN ANTONIO;LA SERENA;COQ;131000000133;568_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;556;177;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;6;6;0;0;155;3.4444;-29,904461;-71,249527;-29.90449;-71.24938;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90449;-71.24938;Región de Coquimbo;Elqui;45.0;4.0;0.0;4.0;0.015
567;COLEGIO SAN FRANCISCO COLL;LA SERENA;COQ;131000000133;567_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1220;353;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;2;2;0;0;156;1.7333;-29,87911;-71,245827;-29.87911;-71.24583;school_capacity_with_region_and_province;exact_rbd_program_code;-29.87911;-71.24583;Región de Coquimbo;Elqui;90.0;7.0;0.0;7.0;0
13426;COLEGIO SAN LUCAS;LA SERENA;COQ;131000000133;13426_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$50.001 A $100.000;$50.001 A $100.000;Laïque;;260;92;0;Oui;Non;;0;Fonctionne;Avec matrícula;25;8;8;0;0;76;3.0400;-29,89929;-71,248581;-29.89929;-71.24858;school_capacity_with_region_and_province;exact_rbd_program_code;-29.89929;-71.24858;Región de Coquimbo;Elqui;25.0;8.0;0.0;8.0;0
13475;COLEGIO SAN MARTIN DE PORRES;LA SERENA;COQ;131000000133;13475_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;914;156;136;Oui;Oui;41005|52010|53014;3;Fonctionne;Avec matrícula;80;6;6;0;0;92;1.1500;-29,87557;-71,232697;-29.87557;-71.2327;school_capacity_with_region_and_province;exact_rbd_program_code;-29.87557;-71.2327;Región de Coquimbo;Elqui;80.0;10.0;0.0;10.0;0
13360;COLEGIO SAN NICOLAS;LA SERENA;COQ;131000000133;13360_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Autre;LAICA;402;199;0;Oui;Non;;0;Fonctionne;Avec matrícula;52;26;26;0;0;97;1.8654;-29,92458;-71,248871;-29.92458;-71.24887;school_capacity_with_region_and_province;exact_rbd_program_code;-29.92458;-71.24887;Región de Coquimbo;Elqui;50.0;24.0;2.0;22.0;0
589;COLEGIO SANTO DOMINGO;LA SERENA;COQ;131000000133;589_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Autre;LAICO;364;132;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;2;2;0;0;67;2.0938;-29,921869;-71,250229;-29.92187;-71.25023;school_capacity_with_region_and_province;exact_rbd_program_code;-29.92187;-71.25023;Región de Coquimbo;Elqui;32.0;7.0;0.0;7.0;0
13388;COLEGIO SANTO TOMAS LA SERENA;LA SERENA;COQ;131000000233;13388_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;922;294;0;Oui;Non;;0;Fonctionne;Avec matrícula;108;43;40;3;0;157;1.4537;-29,92345;-71,246513;-29.92294;-71.24723;school_capacity_with_region_and_province;exact_rbd_program_code;-29.92294;-71.24723;Región de Coquimbo;Elqui;76.0;6.0;0.0;6.0;0.089
579;COLEGIO SEMINARIO CONCILIAR;LA SERENA;COQ;131000000133;579_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Catholique;;1286;505;0;Oui;Non;;0;Fonctionne;Avec matrícula;127;3;3;0;0;334;2.6299;-29,905001;-71,243149;-29.905;-71.24315;school_capacity_with_region_and_province;exact_rbd_program_code;-29.905;-71.24315;Región de Coquimbo;Elqui;127.0;4.0;0.0;4.0;0
13582;COLEGIO TECNICO PROFESIONAL FLORENCIA NIGHTIN;LA SERENA;COQ;131000000133;13582_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Laïque;;485;225;210;Oui;Oui;41005|52010|53015|64008;4;Fonctionne;Avec matrícula;106;82;77;5;0;142;1.3396;-29,94203;-71,264313;-29.94203;-71.26431;school_capacity_with_region_and_province;exact_rbd_program_code;-29.94203;-71.26431;Región de Coquimbo;Elqui;115.0;87.0;0.0;87.0;0
13305;COLEGIO TRINITY;LA SERENA;COQ;131000000133;13305_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Autre;LAICA;338;104;0;Oui;Non;;0;Fonctionne;Avec matrícula;26;5;3;2;0;79;3.0385;-29,947689;-71,242233;-29.94769;-71.24223;school_capacity_with_region_and_province;exact_rbd_program_code;-29.94769;-71.24223;Región de Coquimbo;Elqui;26.0;3.0;0.0;3.0;0
13503;COLEGIO VALENTIN LETELIER;LA SERENA;COQ;131000000133;13503_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;444;227;0;Oui;Non;;0;Fonctionne;Avec matrícula;60;29;29;0;0;51;0.8500;-29,934879;-71,260033;-29.93488;-71.26003;school_capacity_with_region_and_province;exact_rbd_program_code;-29.93488;-71.26003;Región de Coquimbo;Elqui;60.0;32.0;0.0;32.0;0
521;COLEGIO VICTOR DOMINGO SILVA;LA SERENA;COQ;131000000133;521_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;478;151;0;Oui;Non;;0;Fonctionne;Avec matrícula;42;14;14;0;0;30;0.7143;-29,931801;-71,252892;-29.93171429;-71.25057259;school_capacity_with_region_and_province;exact_rbd_program_code;-29.93171429;-71.25057259;Región de Coquimbo;Elqui;42.0;8.0;0.0;8.0;0.224
13333;ESC. FAMILIAR AGRICOLA VALLE DEL ELQUI;LA SERENA;COQ;131000000133;13333_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;237;0;237;Non;Oui;72007;1;Fonctionne;Avec matrícula;80;74;62;12;0;46;0.5750;-29,980049;-71,081032;-29.977673;-71.080204;school_capacity_with_region_and_province;exact_rbd_program_code;-29.977673;-71.080204;Región de Coquimbo;Elqui;70.0;70.0;11.0;59.0;0.276
523;ESCUELA ALONSO DE ERCILLA;LA SERENA;COQ;131000000133;523_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;223;5;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;26;26;0;0;35;1.0000;-29,87553;-71,247383;-29.87553;-71.247383;programmes_chili_criteres_recommandation_lat_lycee;program_csv_coordinate_fallback;;;;;;;;;
574;ESCUELA INDUSTRIAL SALESIANA SAN RAMON;LA SERENA;COQ;131000000123;574_131000000123;1º medio — Général H-C — Garçons — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Garçons;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1082;0;755;Non;Oui;52010|52013|53014|53015;4;Fonctionne;Avec matrícula;200;26;26;0;0;178;0.8900;-29,90975;-71,252022;-29.90975;-71.25202;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90975;-71.25202;Región de Coquimbo;Elqui;200.0;37.0;0.0;37.0;0
573;ESCUELA PARTICULAR TERESA VIDELA DE G;LA SERENA;COQ;131000000133;573_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;706;302;0;Oui;Non;;0;Fonctionne;Avec matrícula;78;33;33;0;0;201;2.5769;-29,92444;-71,256927;-29.92444;-71.25692;school_capacity_with_region_and_province;exact_rbd_program_code;-29.92444;-71.25692;Región de Coquimbo;Elqui;76.0;34.0;0.0;34.0;0.001
578;LICEO BICENTENARIO DE EXCELENCIA IGNACIO CARRERA PINTO;LA SERENA;COQ;131000000133;578_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;428;229;155;Oui;Oui;41005|53015|58035;3;Fonctionne;Avec matrícula;120;81;81;0;0;66;0.5500;-29,901899;-71,246246;-29.90189694;-71.24624407;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90189694;-71.24624407;Región de Coquimbo;Elqui;120.0;94.0;2.0;92.0;0
516;LICEO GABRIELA MISTRAL DE LA SERENA;LA SERENA;COQ;131000000133;516_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;831;764;0;Oui;Non;;0;Fonctionne;Avec matrícula;304;257;233;24;0;77;0.2533;-29,90328;-71,244797;-29.90334968;-71.24527069;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90334968;-71.24527069;Región de Coquimbo;Elqui;224.0;186.0;15.0;171.0;0.046
517;LICEO GREGORIO CORDOVEZ;LA SERENA;COQ;131000000133;517_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;926;681;0;Oui;Non;;0;Fonctionne;Avec matrícula;192;67;67;0;0;255;1.3281;-29,90295;-71,243362;-29.90295;-71.24336;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90295;-71.24336;Región de Coquimbo;Elqui;180.0;66.0;0.0;66.0;0
11155;LICEO JORGE ALESSANDRI RODRIGUEZ;LA SERENA;COQ;131000000133;11155_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;744;0;666;Non;Oui;51001|51009|54018|54020|56027;5;Fonctionne;Avec matrícula;190;159;141;18;0;147;0.7737;-29,88699;-71,231667;-29.88699;-71.23167;school_capacity_with_region_and_province;exact_rbd_program_code;-29.88699;-71.23167;Región de Coquimbo;Elqui;190.0;168.0;10.0;158.0;0
518;LICEO TECNICO MARTA BRUNET;LA SERENA;COQ;131000000133;518_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;600;0;600;Non;Oui;41005|61003;2;Fonctionne;Avec matrícula;180;176;149;27;0;193;1.0722;-29,90633;-71,253967;-29.90633;-71.25396;school_capacity_with_region_and_province;exact_rbd_program_code;-29.90633;-71.25396;Región de Coquimbo;Elqui;160.0;160.0;24.0;136.0;0.001
13576;LICEO TECNICO PROFESIONAL EDUCADOR JUAN BAUTISTA DE LA SALLE;LA SERENA;COQ;131000000133;13576_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;$1.000 A $10.000;Gratuit;Laïque;;508;0;433;Non;Oui;41005|58034|61003|64001;4;Fonctionne;Avec matrícula;114;77;77;0;0;162;1.4211;-29,886431;-71,230469;-29.88575;-71.2306;school_capacity_with_region_and_province;exact_rbd_program_code;-29.88575;-71.2306;Región de Coquimbo;Elqui;114.0;83.0;0.0;83.0;0.077
13446;MARIA EDUCA;LA SERENA;COQ;131000000113;13446_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;957;276;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;2;2;0;0;37;1.0571;-29,9202;-71,213631;-29.920194;-71.213639;school_capacity_with_region_and_province;exact_rbd_program_code;-29.920194;-71.213639;Región de Coquimbo;Elqui;35.0;3.0;0.0;3.0;0.001
